Year,Team,Player,G,W,L,IP,ERA,FIP,WHIP,K%,BB%,HR/9,BABIP,V_R_ERA,V_R_WHIP,V_R_AVG,V_R_OBP,V_L_ERA,V_L_WHIP,V_L_AVG,V_L_OBP
2025,NC,김태현,5,0,0,3.0,12.0,15.52,2.67,11.8,17.6,6.0,0.375,27.0,9.0,1.0,1.0,10.13,1.88,0.3,0.462
2025,NC,하준영,10,1,1,5.1,6.75,5.17,3.19,15.2,21.2,0.0,0.476,9.0,6.0,0.6,0.75,6.23,2.54,0.333,0.44
2025,NC,신영우,8,1,3,14.1,7.53,6.51,1.67,27.9,23.5,1.26,0.222,7.2,2.8,0.25,0.536,7.71,1.07,0.133,0.308
2025,NC,김태훈,18,0,0,19.0,5.21,8.1,1.74,9.6,17.0,1.9,0.206,3.12,1.27,0.129,0.308,6.3,2.1,0.279,0.404
2025,NC,최우석,12,0,0,14.1,8.16,4.14,2.23,20.0,12.0,0.63,0.449,4.5,1.38,0.25,0.314,11.37,3.0,0.433,0.514
2025,NC,김시훈,15,0,0,16.0,8.44,6.17,1.75,14.7,8.0,2.25,0.333,5.87,2.22,0.344,0.447,9.0,1.25,0.294,0.286
2025,NC,이용찬,12,1,2,15.1,10.57,5.75,2.28,16.9,14.5,0.59,0.423,13.5,1.73,0.343,0.429,7.5,3.0,0.333,0.514
2025,NC,이준혁,25,1,3,37.0,7.3,6.54,1.7,17.6,11.8,1.95,0.337,6.3,1.45,0.274,0.386,6.75,1.94,0.333,0.432
2025,NC,최성영,35,2,2,47.2,6.23,5.7,1.89,14.5,12.3,1.13,0.364,5.4,1.8,0.304,0.391,6.49,1.94,0.343,0.432
2025,NC,김재열,22,0,1,21.2,6.23,7.33,2.22,14.4,14.4,2.08,0.38,8.44,2.53,0.396,0.483,4.5,2.0,0.333,0.426
2025,NC,김태경,6,0,0,11.0,10.64,8.88,2.45,16.1,14.5,3.27,0.4,12.0,1.5,0.292,0.37,9.64,3.86,0.458,0.594
2025,NC,임정호,31,1,1,18.2,4.82,5.88,1.45,17.0,10.2,1.45,0.278,0.0,1.31,0.25,0.318,6.75,1.5,0.255,0.381
