Year,Team,Player,G,W,L,IP,ERA,FIP,WHIP,K%,BB%,HR/9,BABIP,V_R_ERA,V_R_WHIP,V_R_AVG,V_R_OBP,V_L_ERA,V_L_WHIP,V_L_AVG,V_L_OBP
2023,LG,플럿코,21,11,3,123.1,2.41,3.14,1.18,19.8,6.1,0.37,0.301,2.07,1.20,0.248,0.300,2.82,1.17,0.246,0.291
2023,LG,켈리,30,10,7,178.2,3.83,3.49,1.24,17.3,5.2,0.50,0.311,4.43,1.17,0.257,0.295,3.36,1.34,0.280,0.326
2023,LG,임찬규,30,14,3,144.2,3.42,4.16,1.35,16.3,8.5,0.62,0.291,4.06,1.50,0.275,0.347,2.93,1.26,0.237,0.305
2023,LG,함덕주,57,4,0,55.2,1.62,2.69,0.97,26.6,9.9,0.16,0.231,1.91,0.88,0.137,0.234,1.37,1.10,0.198,0.287
2023,LG,김진성,80,5,1,70.1,2.18,3.90,0.95,25.6,9.6,1.02,0.205,3.19,0.82,0.144,0.226,1.08,1.08,0.200,0.279
2023,LG,백승현,42,2,0,40.0,1.58,3.89,1.15,18.5,11.1,0.45,0.236,0.71,0.79,0.163,0.217,2.45,1.64,0.222,0.364
2023,LG,김윤식,17,6,4,74.2,4.22,4.24,1.49,13.1,7.8,0.48,0.337,4.56,1.37,0.272,0.344,3.67,1.56,0.336,0.368
2023,LG,유영찬,67,6,3,68.0,3.44,4.67,1.40,18.0,13.1,0.53,0.262,3.19,1.55,0.228,0.368,3.93,1.34,0.220,0.320
2023,LG,이정용,37,7,2,86.2,4.15,3.84,1.37,13.1,5.0,0.52,0.316,3.77,1.40,0.304,0.331,4.46,1.39,0.271,0.314
2023,LG,이우찬,38,1,3,38.1,3.52,3.82,1.38,19.1,11.5,0.24,0.324,5.30,1.18,0.250,0.310,1.89,1.53,0.284,0.388
2023,LG,최동환,45,0,0,42.1,3.19,4.41,1.39,10.6,9.0,0.21,0.285,4.74,1.95,0.325,0.411,2.05,1.00,0.192,0.267
2023,LG,고우석,44,3,8,44.0,3.68,2.80,1.36,31.1,11.6,0.41,0.356,5.14,1.62,0.286,0.381,2.01,1.16,0.184,0.303
2023,LG,이지강,22,2,5,68.0,3.97,4.84,1.29,12.7,9.4,0.53,0.257,4.13,1.26,0.228,0.333,3.41,1.31,0.233,0.320
2023,LG,이상규,8,0,0,7.2,2.35,3.91,1.57,17.6,14.7,0.00,0.304,1.59,0.88,0.158,0.238,4.50,3.50,0.400,0.538
2023,LG,이상영,6,0,1,11.0,3.27,6.04,1.82,7.4,14.8,0.00,0.324,6.35,1.76,0.200,0.429,0.00,1.60,0.333,0.429
2023,LG,윤호솔,4,0,0,3.2,2.45,3.66,1.64,23.5,17.6,0.00,0.300,9.00,5.00,0.400,0.625,0.00,0.38,0.111,0.111
2023,LG,송은범,4,0,0,3.2,2.45,5.02,2.45,11.8,17.6,0.00,0.500,3.86,2.14,0.500,0.556,0.00,3.00,0.333,0.500
2023,LG,이민호,5,0,2,19.2,5.03,5.14,1.63,7.7,11.0,0.46,0.300,6.97,1.84,0.300,0.388,2.89,1.39,0.278,0.333
2023,LG,진해수,19,0,0,14.2,3.68,5.54,1.91,16.7,13.9,1.23,0.333,6.75,2.81,0.375,0.484,2.08,1.50,0.257,0.333
2023,LG,송승기,1,0,0,1.0,0.00,6.95,2.00,0.0,20.0,0.00,0.250,0.00,6.00,0.500,0.667,0.00,0.00,0.000,0.000
2023,LG,김영준,1,1,0,0.1,27.00,13.15,6.00,0.0,33.3,0.00,0.500,0.00,0.00,0.000,0.000,99.99,99.99,1.000,1.000
2023,LG,성동현,1,0,0,1.0,9.00,4.45,3.00,16.7,16.7,0.00,0.500,13.50,1.50,0.333,0.333,0.00,6.00,0.500,0.667
2023,LG,오석주,9,0,0,10.0,6.30,4.41,1.50,25.0,6.8,1.80,0.357,5.14,1.14,0.286,0.286,9.00,2.33,0.308,0.438
2023,LG,강효종,7,1,2,21.2,6.23,4.79,1.71,13.6,11.7,0.42,0.338,10.13,1.31,0.293,0.311,2.53,1.97,0.310,0.442
2023,LG,배재준,1,0,0,1.0,18.00,6.95,3.00,0.0,16.7,0.00,0.400,0.00,1.00,0.250,0.250,99.99,99.99,1.000,1.000
2023,LG,김동규,1,0,0,0.1,27.00,41.05,9.00,0.0,50.0,0.00,0.000,27.00,6.00,0.000,0.750,,99.99,0.000,0.500
2023,LG,박명근,57,4,3,51.1,5.08,4.82,1.50,16.9,11.9,0.70,0.287,5.63,1.31,0.231,0.321,4.50,1.89,0.286,0.402
2023,LG,김대현,5,0,0,3.1,10.80,7.96,3.00,13.6,9.1,2.70,0.467,9.00,3.50,0.500,0.571,13.50,2.25,0.286,0.375
2023,LG,손주영,3,1,0,8.2,5.19,4.55,2.08,10.9,13.0,0.00,0.343,6.00,1.67,0.310,0.333,3.38,2.25,0.273,0.429
2023,LG,최원태,9,3,3,44.1,6.70,4.12,1.71,19.0,8.1,1.02,0.378,5.95,1.73,0.337,0.383,5.79,1.71,0.309,0.374
2023,LG,최성훈,5,0,0,3.0,15.00,3.22,2.67,11.8,5.9,0.00,0.500,13.50,2.25,0.429,0.429,16.20,3.00,0.444,0.500
2023,LG,정우영,60,5,6,51.2,4.70,3.96,1.55,16.7,6.9,0.17,0.365,5.06,1.38,0.276,0.374,3.93,1.80,0.321,0.411
2023,삼성,뷰캐넌,30,12,8,188.0,2.54,3.05,1.15,17.7,5.5,0.19,0.291,2.98,1.27,0.259,0.313,2.18,1.06,0.225,0.267
2023,삼성,원태인,26,7,7,150.0,3.24,4.17,1.27,16.1,5.4,0.90,0.301,3.89,1.31,0.282,0.315,2.65,1.22,0.253,0.306
2023,삼성,백정현,18,7,5,100.2,3.67,3.91,1.29,14.6,7.2,0.54,0.298,4.39,1.16,0.233,0.297,2.91,1.42,0.296,0.333
2023,삼성,수아레즈,19,4,7,108.0,3.92,3.12,1.49,18.4,6.7,0.25,0.362,4.66,1.34,0.280,0.319,3.22,1.69,0.322,0.376
2023,삼성,오승환,58,4,5,62.2,3.45,4.59,1.15,16.7,5.7,1.29,0.254,3.68,1.19,0.250,0.292,3.27,1.09,0.222,0.272
2023,삼성,와이드너,10,3,3,53.1,4.56,3.71,1.46,17.8,7.2,0.51,0.343,5.19,1.35,0.301,0.333,4.21,1.68,0.291,0.373
2023,삼성,이호성,5,1,0,17.0,2.65,4.76,1.24,15.5,14.1,0.53,0.213,2.08,1.38,0.207,0.343,3.38,1.00,0.148,0.250
2023,삼성,김대우,44,0,2,64.0,4.50,4.40,1.38,17.7,7.9,0.98,0.309,4.54,1.40,0.270,0.338,4.45,1.29,0.270,0.320
2023,삼성,문용익,14,1,0,13.0,4.15,4.88,1.54,20.3,20.3,0.00,0.250,2.89,1.39,0.188,0.350,7.36,1.91,0.167,0.444
2023,삼성,이재익,51,1,3,41.0,3.95,4.27,1.54,14.4,9.4,0.66,0.326,3.79,1.26,0.246,0.312,4.29,1.76,0.322,0.385
2023,삼성,우규민,56,3,1,43.0,4.81,3.63,1.40,14.9,2.7,0.63,0.354,4.91,1.33,0.316,0.331,4.26,1.58,0.321,0.362
2023,삼성,이재희,2,0,0,8.0,3.38,5.71,1.13,15.2,15.2,1.13,0.136,5.79,1.07,0.222,0.263,0.00,1.20,0.000,0.286
2023,삼성,홍원표,3,0,0,3.2,2.45,4.86,1.09,6.7,13.3,0.00,0.167,9.00,2.00,0.250,0.400,0.00,0.75,0.111,0.200
2023,삼성,박권후,4,0,0,2.2,3.38,9.47,1.88,0.0,7.7,3.38,0.273,5.40,1.80,0.375,0.375,0.00,2.00,0.250,0.400
2023,삼성,김서준,8,0,1,7.2,7.04,6.43,1.96,5.1,15.4,0.00,0.310,10.13,2.63,0.333,0.529,6.23,1.85,0.278,0.381
2023,삼성,김시현,2,0,0,3.0,12.00,12.18,2.67,11.8,11.8,6.00,0.364,10.80,1.80,0.286,0.375,0.00,4.00,0.500,0.571
2023,삼성,최충연,7,0,0,9.1,4.82,8.85,1.82,17.0,14.9,2.89,0.280,4.50,2.00,0.286,0.474,3.60,1.60,0.250,0.400
2023,삼성,최채흥,15,1,7,63.1,6.68,5.12,1.67,11.2,5.4,1.28,0.346,7.83,1.65,0.331,0.366,5.53,1.81,0.336,0.385
2023,삼성,박세웅,2,0,0,0.2,27.00,31.90,6.00,16.7,50.0,13.50,0.000,0.00,0.00,0.000,0.000,54.00,12.00,0.500,0.800
2023,삼성,최지광,22,2,0,17.1,5.19,5.79,1.50,22.0,11.0,2.08,0.260,5.79,1.50,0.282,0.326,2.45,1.50,0.172,0.333
2023,삼성,황동재,7,0,5,31.2,7.11,6.22,1.93,17.4,13.5,1.71,0.347,5.40,1.68,0.294,0.385,9.20,2.18,0.317,0.427
2023,삼성,허윤동,7,0,1,10.2,10.13,5.46,2.63,13.3,20.0,0.00,0.400,9.64,1.71,0.294,0.381,11.81,3.56,0.423,0.528
2023,삼성,노건우,16,0,1,12.1,7.30,5.82,2.19,18.5,7.7,2.19,0.432,4.91,1.23,0.300,0.300,5.40,3.20,0.407,0.515
2023,삼성,이상민,23,2,1,18.0,8.50,3.33,1.94,20.5,3.6,1.00,0.492,7.50,2.17,0.407,0.448,9.26,1.89,0.412,0.415
2023,삼성,장필준,17,1,1,19.1,7.91,5.90,2.07,11.5,12.5,0.93,0.377,10.13,1.50,0.326,0.362,5.40,2.88,0.389,0.521
2023,삼성,홍정우,36,2,3,36.0,7.50,5.95,1.58,13.3,12.7,1.25,0.277,8.24,1.58,0.264,0.376,7.04,1.63,0.266,0.365
2023,삼성,양창섭,15,0,3,28.2,9.10,7.55,2.13,8.5,11.3,2.20,0.362,11.48,2.18,0.393,0.448,7.04,2.09,0.339,0.432
2023,삼성,김태훈,63,5,7,55.2,7.28,5.90,1.83,13.4,13.8,1.13,0.326,7.24,2.09,0.345,0.434,7.57,1.61,0.250,0.367
2023,삼성,최하늘,3,0,2,6.1,19.89,9.85,3.00,7.5,12.5,2.84,0.444,23.63,3.75,0.533,0.611,9.00,2.67,0.357,0.471
2023,SSG,김광현,30,9,8,168.1,3.53,4.19,1.38,16.7,9.8,0.59,0.301,3.77,1.37,0.269,0.333,3.25,1.40,0.248,0.332
2023,SSG,엘리아스,22,8,6,131.1,3.70,4.09,1.32,17.0,6.0,0.82,0.318,4.48,1.41,0.297,0.344,2.68,1.17,0.251,0.304
2023,SSG,맥카티,24,9,5,130.0,3.39,3.63,1.30,21.4,8.3,0.69,0.310,3.99,1.13,0.234,0.289,2.54,1.53,0.269,0.347
2023,SSG,서진용,69,5,4,73.0,2.59,4.27,1.53,19.7,15.1,0.37,0.299,2.89,1.58,0.264,0.377,2.34,1.53,0.215,0.351
2023,SSG,노경은,76,9,5,83.0,3.58,3.81,1.37,18.2,10.1,0.43,0.307,3.28,1.26,0.247,0.328,4.31,1.66,0.274,0.364
2023,SSG,오원석,28,8,10,144.2,5.23,4.90,1.57,13.6,10.6,0.68,0.316,5.61,1.59,0.271,0.366,4.66,1.49,0.285,0.360
2023,SSG,고효준,73,4,1,58.0,4.50,4.03,1.57,25.2,16.0,0.47,0.317,2.96,1.02,0.143,0.275,6.14,1.98,0.289,0.415
2023,SSG,이건욱,27,1,0,38.2,2.09,4.01,1.45,18.3,14.8,0.00,0.287,2.57,1.67,0.247,0.378,1.62,1.20,0.196,0.308
2023,SSG,문승원,50,5,8,105.0,5.23,4.84,1.65,13.6,7.3,1.03,0.353,5.37,1.54,0.297,0.367,5.17,1.77,0.343,0.388
2023,SSG,백승건,25,2,2,38.0,4.97,5.52,1.53,17.1,10.0,1.66,0.296,3.15,1.45,0.273,0.337,6.11,1.58,0.268,0.350
2023,SSG,박민호,10,0,0,10.0,0.90,3.78,1.50,8.5,2.1,0.00,0.350,1.35,1.80,0.375,0.394,0.00,1.00,0.182,0.308
2023,SSG,최민준,53,5,3,60.0,4.20,4.68,1.57,14.1,7.3,1.05,0.352,5.21,1.32,0.291,0.333,2.61,2.03,0.371,0.429
2023,SSG,박종훈,18,2,6,80.0,6.19,6.35,1.71,14.7,15.7,0.90,0.292,8.60,1.91,0.276,0.415,4.05,1.58,0.250,0.415
2023,SSG,서동민,2,0,0,1.0,0.00,10.65,3.00,16.7,50.0,0.00,0.000,0.00,3.00,0.000,0.500,0.00,3.00,0.000,0.500
2023,SSG,조성훈,2,0,1,7.0,6.43,5.08,2.00,11.8,11.8,0.00,0.417,4.50,1.25,0.313,0.389,9.00,3.00,0.417,0.563
2023,SSG,한두솔,1,0,0,1.0,9.00,5.05,2.00,33.3,16.7,0.00,0.500,99.99,99.99,1.000,1.000,0.00,1.00,0.000,0.400
2023,SSG,김주한,1,0,0,0.0,99.99,15003.80,99.99,0.0,33.3,,1.000,,99.99,1.000,1.000,99.99,99.99,1.000,1.000
2023,SSG,이기순,2,0,0,3.0,9.00,9.45,2.33,18.8,25.0,3.00,0.250,16.20,2.40,0.200,0.444,0.00,2.25,0.333,0.429
2023,SSG,서상준,2,0,0,2.0,0.00,7.85,3.00,23.1,38.5,0.00,0.200,0.00,2.25,0.167,0.375,0.00,4.50,0.000,0.600
2023,SSG,신헌민,11,0,0,12.0,6.00,4.47,2.08,12.9,9.7,0.75,0.391,6.43,1.86,0.344,0.382,3.60,2.00,0.286,0.400
2023,SSG,김주온,1,0,0,0.1,81.00,14.95,9.00,20.0,20.0,0.00,1.000,81.00,6.00,0.667,0.750,,99.99,,1.000
2023,SSG,송영진,17,3,3,47.1,5.70,4.76,1.63,17.3,14.1,0.57,0.303,5.84,1.66,0.216,0.369,5.64,1.61,0.300,0.359
2023,SSG,이로운,50,6,1,57.2,5.62,4.65,1.66,19.4,10.8,1.09,0.341,5.40,1.37,0.274,0.327,6.23,2.12,0.309,0.414
2023,SSG,임준섭,41,0,2,32.2,5.79,4.12,1.93,16.8,12.3,0.28,0.410,2.84,1.34,0.267,0.340,7.32,2.34,0.376,0.465
2023,SSG,정성곤,6,0,0,4.1,10.38,12.62,3.46,10.3,24.1,4.15,0.375,7.71,3.00,0.400,0.538,13.50,3.50,0.364,0.500
2023,롯데,반즈,30,11,10,170.1,3.28,3.40,1.33,20.0,7.6,0.32,0.329,3.75,1.42,0.278,0.342,2.49,1.20,0.238,0.316
2023,롯데,박세웅,27,9,7,154.0,3.45,3.62,1.32,19.6,9.0,0.47,0.304,3.56,1.26,0.250,0.311,3.46,1.40,0.252,0.330
2023,롯데,나균안,23,6,8,130.1,3.80,3.51,1.40,20.0,7.4,0.55,0.335,3.88,1.45,0.272,0.346,3.70,1.34,0.281,0.316
2023,롯데,윌커슨,13,7,2,79.2,2.26,2.61,1.09,24.8,6.1,0.34,0.296,2.76,1.02,0.211,0.262,1.77,1.23,0.246,0.303
2023,롯데,김상수,67,4,2,52.0,3.12,3.78,1.27,16.5,9.6,0.17,0.286,3.03,1.04,0.209,0.281,3.32,1.63,0.278,0.376
2023,롯데,최준용,47,2,3,47.2,2.45,3.42,1.43,19.0,8.6,0.38,0.327,2.52,1.36,0.260,0.327,2.45,1.45,0.261,0.330
2023,롯데,스트레일리,16,3,5,80.1,4.37,4.37,1.48,19.2,10.2,0.67,0.318,6.20,1.52,0.276,0.370,2.50,1.44,0.250,0.341
2023,롯데,김원중,63,5,6,63.2,2.97,2.37,1.19,30.9,9.4,0.28,0.327,2.06,1.06,0.189,0.286,4.18,1.39,0.259,0.336
2023,롯데,심재민,29,3,1,45.2,2.96,3.92,1.42,13.9,7.9,0.39,0.311,2.50,1.67,0.274,0.369,3.29,1.24,0.272,0.304
2023,롯데,구승민,67,2,6,63.2,3.96,3.66,1.48,22.8,10.0,0.57,0.345,4.78,2.01,0.316,0.422,3.47,1.10,0.215,0.285
2023,롯데,한현희,38,6,12,104.0,5.45,4.97,1.61,15.5,9.2,0.95,0.335,5.12,1.37,0.249,0.339,5.71,1.83,0.336,0.406
2023,롯데,김도규,36,0,3,29.2,4.55,3.52,1.42,19.7,9.8,0.30,0.318,2.57,1.36,0.255,0.323,6.46,1.50,0.263,0.348
2023,롯데,석상호,5,0,0,5.1,0.00,2.20,1.13,27.3,9.1,0.00,0.308,0.00,0.75,0.200,0.200,0.00,1.50,0.222,0.364
2023,롯데,이진하,9,0,0,8.0,3.38,4.77,0.88,6.5,9.7,0.00,0.160,5.79,0.64,0.133,0.222,0.00,1.20,0.182,0.308
2023,롯데,정성종,12,0,1,22.0,5.32,5.37,1.64,10.2,15.3,0.41,0.294,1.59,1.24,0.225,0.311,9.28,2.06,0.308,0.460
2023,롯데,김창훈,3,0,0,4.1,2.08,3.99,1.38,5.9,5.9,0.00,0.333,0.00,0.60,0.200,0.200,3.38,1.88,0.364,0.417
2023,롯데,이민석,1,0,0,1.1,0.00,4.30,0.75,20.0,20.0,0.00,0.000,0.00,3.00,0.000,0.500,0.00,0.00,0.000,0.000
2023,롯데,김강현,2,0,0,3.0,3.00,6.95,1.00,0.0,15.4,0.00,0.111,13.50,3.00,0.333,0.600,0.00,0.43,0.000,0.143
2023,롯데,박영완,1,0,0,1.0,0.00,4.45,1.00,33.3,33.3,0.00,0.000,0.00,3.00,0.000,0.500,0.00,0.00,0.000,0.000
2023,롯데,김태욱,1,0,0,1.0,0.00,3.85,0.00,0.0,0.0,0.00,0.000,0.00,0.00,0.000,0.000,0.00,0.00,0.000,0.000
2023,롯데,최이준,28,1,0,29.0,6.83,4.78,2.00,14.0,14.7,0.31,0.360,2.35,1.89,0.237,0.392,12.46,2.15,0.373,0.431
2023,롯데,우강훈,3,0,0,6.0,6.00,4.35,1.67,17.2,13.8,0.00,0.333,9.00,1.00,0.214,0.313,0.00,3.00,0.333,0.500
2023,롯데,진승현,24,2,2,27.2,5.86,4.13,1.81,19.4,12.4,0.65,0.372,6.28,1.33,0.235,0.322,4.15,2.23,0.368,0.433
2023,롯데,박진,4,0,0,5.0,9.00,9.57,2.80,6.9,24.1,1.80,0.333,16.88,1.88,0.333,0.385,0.00,3.86,0.333,0.600
2023,롯데,장세진,2,0,0,1.1,13.50,15.55,3.00,12.5,25.0,6.75,0.333,0.00,3.00,0.000,0.500,18.00,3.00,0.500,0.600
2023,롯데,나원탁,1,0,0,0.2,40.50,22.60,6.00,16.7,16.7,13.50,0.667,0.00,9.00,0.667,0.750,81.00,3.00,0.500,0.500
2023,롯데,신정락,34,4,0,29.0,4.66,4.47,1.48,21.9,8.6,1.24,0.346,5.03,1.37,0.274,0.337,4.00,1.78,0.324,0.419
2023,롯데,김진욱,49,2,1,36.1,6.44,5.40,1.82,19.8,16.4,0.99,0.317,5.63,1.50,0.213,0.329,7.08,2.02,0.300,0.430
2023,롯데,이태연,15,0,0,5.2,15.88,9.11,3.71,10.8,24.3,1.59,0.478,40.50,5.25,0.429,0.636,8.31,3.23,0.450,0.538
2023,롯데,이인복,10,1,4,33.1,6.48,5.10,1.92,8.9,6.0,0.81,0.392,5.51,1.71,0.328,0.395,7.41,2.06,0.419,0.442
2023,롯데,최영환,8,0,1,10.0,9.90,4.58,2.20,13.0,13.0,0.00,0.395,11.57,2.36,0.278,0.458,8.44,2.06,0.385,0.393
2023,롯데,문경찬,2,0,1,2.0,27.00,19.20,3.00,16.7,0.0,13.50,0.429,0.00,2.00,0.400,0.400,54.00,4.00,0.571,0.571
2023,롯데,윤명준,21,0,1,19.1,6.52,7.13,2.12,11.2,10.2,1.86,0.403,9.00,3.00,0.457,0.537,4.50,1.40,0.294,0.390
2023,KT,고영표,28,12,7,174.2,2.78,3.19,1.15,16.1,2.7,0.36,0.314,3.08,1.01,0.247,0.272,2.66,1.31,0.296,0.326
2023,KT,쿠에바스,18,12,0,114.1,2.60,2.78,1.04,21.7,5.2,0.32,0.280,1.59,0.86,0.202,0.236,3.32,1.19,0.241,0.289
2023,KT,벤자민,29,15,6,160.0,3.54,3.14,1.21,23.0,6.6,0.68,0.298,4.14,1.22,0.240,0.292,2.99,1.24,0.242,0.297
2023,KT,엄상백,20,7,6,111.2,3.63,3.36,1.16,19.6,6.4,0.48,0.290,5.51,1.31,0.276,0.316,2.18,1.03,0.209,0.270
2023,KT,김재윤,59,5,5,65.2,2.60,2.40,1.02,22.9,5.0,0.27,0.292,3.31,0.98,0.222,0.266,2.23,1.08,0.235,0.273
2023,KT,박영현,68,3,3,75.1,2.75,2.65,1.14,25.6,7.5,0.36,0.309,2.50,1.00,0.189,0.273,3.19,1.34,0.273,0.320
2023,KT,배제성,26,8,10,130.1,4.49,4.76,1.70,13.3,12.9,0.41,0.326,5.61,1.80,0.303,0.396,3.42,1.60,0.276,0.365
2023,KT,손동현,64,8,5,73.2,3.42,4.23,1.19,13.3,6.6,0.61,0.280,4.25,1.31,0.276,0.333,2.80,1.13,0.240,0.290
2023,KT,이상동,36,4,1,40.2,3.98,3.44,1.48,24.0,8.4,0.89,0.360,2.95,0.94,0.244,0.253,5.21,2.05,0.309,0.411
2023,KT,슐서,9,1,7,49.2,5.62,4.34,1.61,15.8,6.3,1.09,0.375,5.24,1.34,0.284,0.330,5.96,1.91,0.375,0.412
2023,KT,전용주,15,0,1,10.1,4.35,3.77,1.16,20.9,14.0,0.00,0.222,9.00,2.00,0.250,0.455,3.24,0.96,0.143,0.250
2023,KT,주권,42,1,2,47.0,4.40,5.28,1.45,8.3,9.3,0.77,0.285,4.26,1.16,0.238,0.319,4.61,1.68,0.306,0.373
2023,KT,이선우,22,0,2,37.1,4.34,4.92,1.50,14.2,5.3,1.21,0.331,1.93,1.16,0.250,0.302,9.00,2.23,0.397,0.443
2023,KT,김영현,31,0,0,33.0,5.45,4.61,1.52,23.3,13.3,1.09,0.296,5.50,1.11,0.197,0.280,5.52,1.98,0.276,0.408
2023,KT,강건,4,0,0,6.2,1.35,2.24,1.05,28.6,10.7,0.00,0.250,5.40,3.00,0.429,0.556,0.00,0.40,0.059,0.111
2023,KT,박세진,16,0,1,11.2,3.86,6.45,2.49,15.2,21.2,0.77,0.342,3.86,4.71,0.462,0.611,3.12,1.85,0.222,0.364
2023,KT,김정운,5,0,0,7.0,3.86,6.32,1.71,8.6,17.1,0.00,0.250,4.91,2.18,0.214,0.421,2.70,1.20,0.231,0.375
2023,KT,하준호,12,0,1,13.0,4.15,6.27,1.85,9.2,15.4,0.00,0.350,4.91,2.18,0.308,0.471,4.00,1.67,0.303,0.465
2023,KT,조현우,5,0,0,3.0,6.00,5.08,2.67,5.9,11.8,0.00,0.429,0.00,3.00,0.333,0.500,7.71,2.57,0.417,0.462
2023,KT,이채호,25,0,1,24.2,6.93,7.44,1.42,7.3,8.2,2.19,0.241,8.80,1.50,0.300,0.362,4.00,1.33,0.235,0.333
2023,KT,김민수,14,0,1,13.0,6.92,5.19,1.69,6.9,8.6,0.69,0.356,2.84,1.42,0.280,0.333,10.80,1.95,0.435,0.464
2023,KT,심재민,4,0,0,2.0,22.50,5.70,5.00,6.3,12.5,0.00,0.615,0.00,6.00,0.600,0.667,33.75,4.50,0.556,0.600
2023,KT,김민,16,1,2,29.0,6.83,5.32,1.93,15.2,11.0,0.93,0.374,5.79,2.00,0.361,0.444,8.16,1.95,0.300,0.400
2023,KT,김태오,5,0,0,7.1,7.36,4.09,1.91,8.6,11.4,0.00,0.357,10.13,3.38,0.429,0.529,5.79,1.07,0.267,0.278
2023,KT,소형준,3,0,0,11.0,11.45,5.71,2.27,6.8,5.1,0.82,0.447,6.00,2.00,0.400,0.400,15.43,2.71,0.457,0.537
2023,KT,조이현,18,2,1,35.0,6.69,4.36,1.91,10.0,3.5,0.77,0.411,4.00,1.28,0.304,0.315,9.72,2.52,0.447,0.473
2023,두산,알칸타라,31,13,9,192.0,2.67,3.38,1.07,20.8,4.5,0.75,0.282,1.87,0.88,0.196,0.240,3.16,1.19,0.265,0.296
2023,두산,곽빈,23,12,7,127.1,2.90,3.96,1.21,20.2,11.0,0.50,0.260,2.88,1.04,0.204,0.280,3.03,1.41,0.227,0.337
2023,두산,브랜든,18,11,3,104.2,2.49,3.16,1.05,23.4,7.0,0.34,0.278,3.26,1.14,0.221,0.317,1.60,0.93,0.200,0.256
2023,두산,최승용,34,3,6,111.0,3.97,4.03,1.35,17.1,7.1,0.73,0.312,4.50,1.27,0.241,0.304,3.26,1.45,0.299,0.350
2023,두산,김동주,18,3,6,78.1,4.14,4.27,1.38,17.7,10.5,0.57,0.301,3.76,1.25,0.252,0.321,4.58,1.50,0.257,0.359
2023,두산,김명신,70,3,3,79.0,3.65,3.42,1.25,19.5,8.1,0.34,0.301,2.89,1.21,0.266,0.333,4.46,1.31,0.227,0.308
2023,두산,최원준,26,3,10,107.2,4.93,4.57,1.37,15.3,6.0,0.92,0.322,5.71,1.27,0.276,0.323,4.02,1.45,0.302,0.370
2023,두산,홍건희,64,1,5,61.2,3.06,3.21,1.48,22.4,8.7,0.58,0.348,2.93,1.24,0.233,0.297,3.00,1.73,0.310,0.374
2023,두산,박치국,62,5,3,52.2,3.59,3.49,1.42,20.3,8.9,0.51,0.319,2.65,1.24,0.241,0.308,5.50,1.78,0.288,0.395
2023,두산,김강률,32,1,0,25.2,4.21,4.42,1.36,18.3,10.4,0.70,0.273,4.50,1.08,0.205,0.280,4.05,1.65,0.259,0.355
2023,두산,백승우,6,0,0,4.0,0.00,6.32,1.50,5.6,16.7,0.00,0.231,0.00,0.60,0.200,0.200,0.00,2.14,0.222,0.462
2023,두산,박정수,25,1,0,36.2,4.17,4.21,1.50,17.0,10.9,0.25,0.330,4.05,1.80,0.316,0.426,4.41,1.16,0.207,0.313
2023,두산,최지강,25,2,1,22.0,5.32,5.22,1.64,13.7,19.6,0.00,0.242,5.79,1.71,0.263,0.378,4.97,1.50,0.150,0.345
2023,두산,김민규,6,0,0,8.1,4.32,4.58,1.20,13.5,10.8,0.00,0.240,3.18,0.18,0.059,0.111,7.71,3.86,0.455,0.588
2023,두산,장원준,11,3,5,41.0,5.27,4.53,1.56,13.1,6.0,0.88,0.358,5.51,2.20,0.411,0.463,5.56,1.24,0.271,0.312
2023,두산,정철원,67,7,6,72.2,3.96,4.63,1.35,17.5,10.2,0.99,0.272,3.44,1.34,0.255,0.325,4.33,1.33,0.226,0.316
2023,두산,박신지,15,0,0,26.0,5.54,4.53,1.92,11.6,8.5,0.35,0.384,3.86,1.71,0.339,0.388,6.94,2.23,0.346,0.443
2023,두산,딜런,2,0,1,9.0,8.00,7.66,1.67,4.4,11.1,2.00,0.222,9.00,3.67,0.444,0.524,7.50,0.67,0.091,0.167
2023,두산,김호준,3,0,0,3.0,12.00,10.28,2.33,12.5,25.0,3.00,0.222,15.43,1.71,0.333,0.364,0.00,4.50,0.000,0.600
2023,두산,제환유,1,0,0,2.0,13.50,7.55,3.50,14.3,28.6,0.00,0.375,18.00,3.00,0.333,0.429,9.00,4.00,0.250,0.571
2023,두산,이승진,1,0,0,0.2,0.00,9.40,3.00,16.7,16.7,0.00,0.333,0.00,3.00,0.000,0.500,0.00,3.00,0.500,0.500
2023,두산,이원재,1,0,0,1.0,27.00,13.15,6.00,0.0,33.3,0.00,0.500,40.50,7.50,0.600,0.714,0.00,3.00,0.000,0.500
2023,두산,고봉재,10,0,0,11.1,6.35,4.49,1.68,13.2,13.2,0.00,0.324,7.11,0.95,0.238,0.304,5.79,2.79,0.350,0.464
2023,두산,이병헌,36,0,0,27.0,4.67,4.78,1.74,22.2,17.5,0.67,0.319,4.50,1.50,0.222,0.341,4.24,1.71,0.226,0.385
2023,두산,김정우,7,0,0,6.2,9.45,6.64,2.70,15.8,18.4,1.35,0.417,3.00,1.33,0.182,0.308,14.73,3.82,0.450,0.560
2023,두산,김유성,7,0,0,6.1,9.95,11.11,2.84,15.8,31.6,2.84,0.222,9.82,2.45,0.214,0.429,11.57,3.86,0.333,0.563
